learning_rate,exploration_rate,shrinkage_factor,num_of_clusters,time_taken,average_guesses,win_rate
0.1,0.5,0.5,6.0,3.8978137969970703,4.08,94.0
0.1,0.5,0.5,7.0,3.7876577377319336,3.83,100.0
0.1,0.5,0.5,8.0,4.670422077178955,4.01,98.0
0.1,0.5,0.5,9.0,4.20905613899231,4.15,94.0
0.1,0.5,0.5,10.0,3.9678590297698975,3.81,98.0
0.1,0.5,0.6,6.0,4.261775970458984,4.04,95.0
0.1,0.5,0.6,7.0,3.8791086673736572,4.24,95.0
0.1,0.5,0.6,8.0,4.099232912063599,3.94,98.0
0.1,0.5,0.6,9.0,3.975755453109741,3.88,99.0
0.1,0.5,0.6,10.0,4.623632907867432,4.06,96.0
0.1,0.5,0.7,6.0,4.045132398605347,3.94,99.0
0.1,0.5,0.7,7.0,4.775830030441284,4.19,97.0
0.1,0.5,0.7,8.0,4.251099586486816,3.98,99.0
0.1,0.5,0.7,9.0,4.295902967453003,4.14,98.0
0.1,0.5,0.7,10.0,4.141482830047607,4.15,96.0
0.1,0.5,0.8,6.0,4.2767558097839355,3.98,98.0
0.1,0.5,0.8,7.0,4.604421138763428,4.09,97.0
0.1,0.5,0.8,8.0,4.752280950546265,3.97,97.0
0.1,0.5,0.8,9.0,4.06386137008667,3.97,98.0
0.1,0.5,0.8,10.0,4.189716100692749,4.13,96.0
0.1,0.5,0.9,6.0,4.492591142654419,4.02,98.0
0.1,0.5,0.9,7.0,4.241437196731567,3.95,100.0
0.1,0.5,0.9,8.0,4.196145296096802,3.97,98.0
0.1,0.5,0.9,9.0,4.893147706985474,3.94,100.0
0.1,0.5,0.9,10.0,4.6117517948150635,3.9,98.0
0.1,0.6,0.5,6.0,4.197374582290649,4.07,98.0
0.1,0.6,0.5,7.0,4.529483318328857,3.86,99.0
0.1,0.6,0.5,8.0,4.473450422286987,4.01,96.0
0.1,0.6,0.5,9.0,4.630695104598999,4.04,98.0
0.1,0.6,0.5,10.0,4.358462572097778,4.05,100.0
0.1,0.6,0.6,6.0,4.876753330230713,4.06,97.0
0.1,0.6,0.6,7.0,4.256708860397339,3.94,98.0
0.1,0.6,0.6,8.0,4.128080129623413,4.17,99.0
0.1,0.6,0.6,9.0,6.267130374908447,3.98,98.0
0.1,0.6,0.6,10.0,4.784344434738159,3.97,98.0
0.1,0.6,0.7,6.0,5.535258531570435,3.85,97.0
0.1,0.6,0.7,7.0,5.101585388183594,4.04,99.0
0.1,0.6,0.7,8.0,4.687633752822876,4.21,95.0
0.1,0.6,0.7,9.0,4.7552618980407715,4.16,95.0
0.1,0.6,0.7,10.0,5.313430309295654,4.01,97.0
0.1,0.6,0.8,6.0,5.143598794937134,4.01,98.0
0.1,0.6,0.8,7.0,4.733707904815674,4.05,99.0
0.1,0.6,0.8,8.0,4.86627721786499,4.17,98.0
0.1,0.6,0.8,9.0,4.594658613204956,4.16,97.0
0.1,0.6,0.8,10.0,4.7582924365997314,4.07,98.0
0.1,0.6,0.9,6.0,4.326484680175781,3.89,96.0
0.1,0.6,0.9,7.0,5.608962535858154,4.07,97.0
0.1,0.6,0.9,8.0,6.668102979660034,4.01,99.0
0.1,0.6,0.9,9.0,5.857261419296265,4.02,98.0
0.1,0.6,0.9,10.0,5.674220323562622,4.0,96.0
0.1,0.7,0.5,6.0,5.6686484813690186,4.02,96.0
0.1,0.7,0.5,7.0,5.638648748397827,4.08,97.0
0.1,0.7,0.5,8.0,4.616364240646362,4.01,99.0
0.1,0.7,0.5,9.0,5.46038293838501,3.9,99.0
0.1,0.7,0.5,10.0,4.918848991394043,3.94,97.0
0.1,0.7,0.6,6.0,4.830244779586792,4.2,96.0
0.1,0.7,0.6,7.0,4.530240535736084,3.87,98.0
0.1,0.7,0.6,8.0,5.3838818073272705,3.99,98.0
0.1,0.7,0.6,9.0,5.59031081199646,4.01,97.0
0.1,0.7,0.6,10.0,5.780503034591675,4.1,98.0
0.1,0.7,0.7,6.0,5.712039470672607,4.1,99.0
0.1,0.7,0.7,7.0,5.5331408977508545,4.01,98.0
0.1,0.7,0.7,8.0,4.651018857955933,4.19,98.0
0.1,0.7,0.7,9.0,5.076345443725586,3.86,97.0
0.1,0.7,0.7,10.0,4.6450300216674805,4.01,98.0
0.1,0.7,0.8,6.0,4.531212568283081,3.97,100.0
0.1,0.7,0.8,7.0,4.8293116092681885,3.95,97.0
0.1,0.7,0.8,8.0,5.206505060195923,3.96,96.0
0.1,0.7,0.8,9.0,4.619932651519775,4.05,96.0
0.1,0.7,0.8,10.0,4.496002197265625,4.05,97.0
0.1,0.7,0.9,6.0,4.908067464828491,3.86,97.0
0.1,0.7,0.9,7.0,5.090313911437988,3.98,99.0
0.1,0.7,0.9,8.0,4.5492260456085205,4.05,98.0
0.1,0.7,0.9,9.0,4.837057590484619,3.99,99.0
0.1,0.7,0.9,10.0,4.59645938873291,4.03,96.0
0.1,0.8,0.5,6.0,4.496063709259033,3.98,97.0
0.1,0.8,0.5,7.0,4.813941955566406,4.1,99.0
0.1,0.8,0.5,8.0,4.613326072692871,4.04,98.0
0.1,0.8,0.5,9.0,4.82017183303833,3.96,99.0
0.1,0.8,0.5,10.0,4.435075283050537,3.91,98.0
0.1,0.8,0.6,6.0,5.251903533935547,3.9,99.0
0.1,0.8,0.6,7.0,4.7893147468566895,3.98,100.0
0.1,0.8,0.6,8.0,4.722739934921265,3.89,97.0
0.1,0.8,0.6,9.0,4.020586252212524,3.78,98.0
0.1,0.8,0.6,10.0,4.480733633041382,3.96,98.0
0.1,0.8,0.7,6.0,5.315983295440674,3.95,99.0
0.1,0.8,0.7,7.0,5.406219959259033,3.86,97.0
0.1,0.8,0.7,8.0,4.106123924255371,4.0,98.0
0.1,0.8,0.7,9.0,3.6700994968414307,3.98,100.0
0.1,0.8,0.7,10.0,3.7290585041046143,3.95,99.0
0.1,0.8,0.8,6.0,3.6700265407562256,3.91,98.0
0.1,0.8,0.8,7.0,3.7473323345184326,3.93,98.0
0.1,0.8,0.8,8.0,3.7354774475097656,4.12,97.0
0.1,0.8,0.8,9.0,3.645890235900879,4.05,99.0
0.1,0.8,0.8,10.0,3.8829827308654785,4.25,96.0
0.1,0.8,0.9,6.0,3.677178382873535,4.18,94.0
0.1,0.8,0.9,7.0,3.690856695175171,4.0,94.0
0.1,0.8,0.9,8.0,3.814796209335327,4.09,98.0
0.1,0.8,0.9,9.0,3.733205556869507,4.19,96.0
0.1,0.8,0.9,10.0,3.9803287982940674,4.0,97.0
0.1,0.9,0.5,6.0,3.7162537574768066,3.93,100.0
0.1,0.9,0.5,7.0,3.6411638259887695,3.99,100.0
0.1,0.9,0.5,8.0,3.9096665382385254,4.02,96.0
0.1,0.9,0.5,9.0,3.8440213203430176,4.07,99.0
0.1,0.9,0.5,10.0,3.6719417572021484,3.74,99.0
0.1,0.9,0.6,6.0,3.750110626220703,3.89,99.0
0.1,0.9,0.6,7.0,3.9874556064605713,3.96,100.0
0.1,0.9,0.6,8.0,4.044167995452881,4.08,99.0
0.1,0.9,0.6,9.0,4.128177165985107,3.91,98.0
0.1,0.9,0.6,10.0,4.4584126472473145,4.02,98.0
0.1,0.9,0.7,6.0,4.004156827926636,3.9,100.0
0.1,0.9,0.7,7.0,3.9318177700042725,4.13,97.0
0.1,0.9,0.7,8.0,3.6683335304260254,3.94,97.0
0.1,0.9,0.7,9.0,3.746861219406128,4.08,99.0
0.1,0.9,0.7,10.0,3.7028820514678955,4.29,96.0
0.1,0.9,0.8,6.0,3.637787342071533,3.92,99.0
0.1,0.9,0.8,7.0,3.919208288192749,3.89,98.0
0.1,0.9,0.8,8.0,3.8221099376678467,4.13,93.0
0.1,0.9,0.8,9.0,4.11222243309021,4.12,96.0
0.1,0.9,0.8,10.0,4.2209248542785645,3.95,97.0
0.1,0.9,0.9,6.0,3.9130802154541016,4.0,97.0
0.1,0.9,0.9,7.0,4.3393073081970215,3.95,98.0
0.1,0.9,0.9,8.0,4.252412796020508,3.95,98.0
0.1,0.9,0.9,9.0,3.797909736633301,3.96,98.0
0.1,0.9,0.9,10.0,3.81207275390625,4.2,96.0
0.01,0.5,0.5,6.0,4.296215057373047,3.98,98.0
0.01,0.5,0.5,7.0,3.967649221420288,4.12,96.0
0.01,0.5,0.5,8.0,3.8100833892822266,3.91,99.0
0.01,0.5,0.5,9.0,4.068825960159302,3.84,98.0
0.01,0.5,0.5,10.0,3.8248555660247803,4.11,98.0
0.01,0.5,0.6,6.0,3.8109800815582275,3.94,99.0
0.01,0.5,0.6,7.0,3.9935872554779053,3.83,99.0
0.01,0.5,0.6,8.0,3.7584445476531982,3.92,99.0
0.01,0.5,0.6,9.0,5.0222251415252686,4.22,96.0
0.01,0.5,0.6,10.0,4.707433700561523,4.25,97.0
0.01,0.5,0.7,6.0,4.604652404785156,3.87,97.0
0.01,0.5,0.7,7.0,4.288253307342529,3.92,100.0
0.01,0.5,0.7,8.0,4.796815395355225,3.97,99.0
0.01,0.5,0.7,9.0,3.8690574169158936,3.96,99.0
0.01,0.5,0.7,10.0,3.9531939029693604,4.07,97.0
0.01,0.5,0.8,6.0,3.7682032585144043,4.07,96.0
0.01,0.5,0.8,7.0,4.373470783233643,4.02,97.0
0.01,0.5,0.8,8.0,3.9647183418273926,3.93,98.0
0.01,0.5,0.8,9.0,3.7939348220825195,3.89,99.0
0.01,0.5,0.8,10.0,4.724937200546265,3.86,97.0
0.01,0.5,0.9,6.0,5.214515924453735,3.92,97.0
0.01,0.5,0.9,7.0,4.352949142456055,3.96,100.0
0.01,0.5,0.9,8.0,4.0531556606292725,4.26,97.0
0.01,0.5,0.9,9.0,4.335985898971558,3.81,100.0
0.01,0.5,0.9,10.0,3.9165046215057373,4.16,93.0
0.01,0.6,0.5,6.0,3.8591084480285645,4.06,98.0
0.01,0.6,0.5,7.0,4.297121047973633,4.02,99.0
0.01,0.6,0.5,8.0,3.9518496990203857,4.01,97.0
0.01,0.6,0.5,9.0,4.1390440464019775,3.89,97.0
0.01,0.6,0.5,10.0,4.105162143707275,3.96,96.0
0.01,0.6,0.6,6.0,4.148874759674072,3.86,99.0
0.01,0.6,0.6,7.0,5.047798156738281,4.14,97.0
0.01,0.6,0.6,8.0,4.115008115768433,3.83,98.0
0.01,0.6,0.6,9.0,4.062915086746216,3.99,98.0
0.01,0.6,0.6,10.0,4.097372055053711,3.94,97.0
0.01,0.6,0.7,6.0,4.252473831176758,4.14,97.0
0.01,0.6,0.7,7.0,4.152937889099121,4.07,96.0
0.01,0.6,0.7,8.0,4.0074028968811035,4.05,94.0
0.01,0.6,0.7,9.0,3.9165866374969482,3.93,98.0
0.01,0.6,0.7,10.0,4.351130962371826,4.05,98.0
0.01,0.6,0.8,6.0,3.7868659496307373,3.91,100.0
0.01,0.6,0.8,7.0,4.340415000915527,4.08,97.0
0.01,0.6,0.8,8.0,4.177900075912476,4.15,98.0
0.01,0.6,0.8,9.0,4.0223798751831055,3.99,99.0
0.01,0.6,0.8,10.0,4.483091115951538,3.95,100.0
0.01,0.6,0.9,6.0,4.092213869094849,4.12,97.0
0.01,0.6,0.9,7.0,4.319389581680298,3.91,98.0
0.01,0.6,0.9,8.0,4.19256329536438,3.79,100.0
0.01,0.6,0.9,9.0,4.13905143737793,3.9,99.0
0.01,0.6,0.9,10.0,4.258972883224487,4.02,99.0
0.01,0.7,0.5,6.0,4.191176652908325,4.06,97.0
0.01,0.7,0.5,7.0,4.089525938034058,3.98,98.0
0.01,0.7,0.5,8.0,3.833116292953491,3.86,99.0
0.01,0.7,0.5,9.0,3.957221031188965,4.05,99.0
0.01,0.7,0.5,10.0,3.9551072120666504,4.04,96.0
0.01,0.7,0.6,6.0,4.531971454620361,3.79,100.0
0.01,0.7,0.6,7.0,4.723797559738159,4.0,98.0
0.01,0.7,0.6,8.0,4.163506507873535,4.1,97.0
0.01,0.7,0.6,9.0,4.563039779663086,3.94,96.0
0.01,0.7,0.6,10.0,5.137683391571045,4.14,96.0
0.01,0.7,0.7,6.0,4.772814035415649,4.0,98.0
0.01,0.7,0.7,7.0,4.446324348449707,4.17,97.0
0.01,0.7,0.7,8.0,3.93715500831604,4.01,96.0
0.01,0.7,0.7,9.0,4.5174400806427,4.0,99.0
0.01,0.7,0.7,10.0,4.029819488525391,4.06,95.0
0.01,0.7,0.8,6.0,4.397221565246582,4.0,95.0
0.01,0.7,0.8,7.0,3.9660046100616455,4.04,98.0
0.01,0.7,0.8,8.0,4.20262885093689,4.15,94.0
0.01,0.7,0.8,9.0,3.7940096855163574,3.99,97.0
0.01,0.7,0.8,10.0,3.8197944164276123,4.06,97.0
0.01,0.7,0.9,6.0,4.157216548919678,3.89,98.0
0.01,0.7,0.9,7.0,4.016599178314209,3.96,97.0
0.01,0.7,0.9,8.0,4.626049518585205,3.82,99.0
0.01,0.7,0.9,9.0,8.284271240234375,3.98,97.0
0.01,0.7,0.9,10.0,6.163287162780762,4.18,97.0
0.01,0.8,0.5,6.0,5.174278259277344,4.12,95.0
0.01,0.8,0.5,7.0,3.943006992340088,3.78,100.0
0.01,0.8,0.5,8.0,4.482134103775024,3.9,97.0
0.01,0.8,0.5,9.0,4.513598203659058,4.06,100.0
0.01,0.8,0.5,10.0,5.47566294670105,3.96,98.0
0.01,0.8,0.6,6.0,5.446053743362427,4.01,98.0
0.01,0.8,0.6,7.0,5.583323955535889,3.94,97.0
0.01,0.8,0.6,8.0,5.883013725280762,4.2,97.0
0.01,0.8,0.6,9.0,4.353296518325806,4.14,98.0
0.01,0.8,0.6,10.0,5.366873025894165,4.21,94.0
0.01,0.8,0.7,6.0,5.4833667278289795,4.06,97.0
0.01,0.8,0.7,7.0,4.6409971714019775,3.97,97.0
0.01,0.8,0.7,8.0,4.3060173988342285,3.75,96.0
0.01,0.8,0.7,9.0,5.614685773849487,4.14,96.0
0.01,0.8,0.7,10.0,4.906232118606567,3.98,98.0
0.01,0.8,0.8,6.0,5.234671592712402,3.95,99.0
0.01,0.8,0.8,7.0,5.185082674026489,4.0,98.0
0.01,0.8,0.8,8.0,5.014571666717529,4.09,93.0
0.01,0.8,0.8,9.0,5.260864019393921,3.84,97.0
0.01,0.8,0.8,10.0,6.731503963470459,3.85,97.0
0.01,0.8,0.9,6.0,7.385733604431152,4.24,96.0
0.01,0.8,0.9,7.0,5.176189422607422,4.05,98.0
0.01,0.8,0.9,8.0,3.9324934482574463,3.87,100.0
0.01,0.8,0.9,9.0,4.086430072784424,4.09,97.0
0.01,0.8,0.9,10.0,4.1059348583221436,3.99,98.0
0.01,0.9,0.5,6.0,4.123680830001831,4.14,96.0
0.01,0.9,0.5,7.0,3.965193748474121,4.14,96.0
0.01,0.9,0.5,8.0,3.9602670669555664,3.87,95.0
0.01,0.9,0.5,9.0,4.092111587524414,3.97,100.0
0.01,0.9,0.5,10.0,4.23404335975647,3.75,98.0
0.01,0.9,0.6,6.0,4.256031513214111,3.99,95.0
0.01,0.9,0.6,7.0,4.121678352355957,3.94,97.0
0.01,0.9,0.6,8.0,3.8962461948394775,4.06,97.0
0.01,0.9,0.6,9.0,4.041797399520874,4.09,96.0
0.01,0.9,0.6,10.0,4.080321788787842,3.9,99.0
0.01,0.9,0.7,6.0,4.025893449783325,4.13,96.0
0.01,0.9,0.7,7.0,4.315154314041138,4.06,97.0
0.01,0.9,0.7,8.0,3.8980541229248047,4.05,97.0
0.01,0.9,0.7,9.0,3.7692525386810303,4.33,95.0
0.01,0.9,0.7,10.0,4.037037134170532,4.21,97.0
0.01,0.9,0.8,6.0,3.8430402278900146,3.85,100.0
0.01,0.9,0.8,7.0,3.938722610473633,4.08,96.0
0.01,0.9,0.8,8.0,4.310352325439453,4.23,93.0
0.01,0.9,0.8,9.0,4.015271902084351,4.07,97.0
0.01,0.9,0.8,10.0,3.9072105884552,3.86,96.0
0.01,0.9,0.9,6.0,3.9239730834960938,3.89,99.0
0.01,0.9,0.9,7.0,3.7661449909210205,3.92,97.0
0.01,0.9,0.9,8.0,3.8406829833984375,4.05,97.0
0.01,0.9,0.9,9.0,3.808565855026245,4.07,99.0
0.01,0.9,0.9,10.0,3.6874823570251465,4.0,97.0
0.001,0.5,0.5,6.0,3.7180967330932617,4.14,97.0
0.001,0.5,0.5,7.0,3.6349658966064453,4.0,96.0
0.001,0.5,0.5,8.0,3.9452855587005615,4.12,98.0
0.001,0.5,0.5,9.0,3.7508091926574707,3.79,98.0
0.001,0.5,0.5,10.0,3.6593596935272217,3.9,98.0
0.001,0.5,0.6,6.0,3.732034683227539,4.06,97.0
0.001,0.5,0.6,7.0,4.02934718132019,4.18,97.0
0.001,0.5,0.6,8.0,3.770862102508545,3.93,100.0
0.001,0.5,0.6,9.0,3.810417413711548,3.91,99.0
0.001,0.5,0.6,10.0,3.755197286605835,4.07,96.0
0.001,0.5,0.7,6.0,3.607217788696289,3.94,100.0
0.001,0.5,0.7,7.0,3.9061131477355957,4.04,98.0
0.001,0.5,0.7,8.0,3.721008539199829,4.21,98.0
0.001,0.5,0.7,9.0,3.7548046112060547,4.01,97.0
0.001,0.5,0.7,10.0,3.928889036178589,4.06,96.0
0.001,0.5,0.8,6.0,4.017753601074219,3.99,98.0
0.001,0.5,0.8,7.0,4.661025524139404,4.14,97.0
0.001,0.5,0.8,8.0,4.037977933883667,4.16,96.0
0.001,0.5,0.8,9.0,4.4272620677948,4.05,98.0
0.001,0.5,0.8,10.0,3.914651393890381,3.96,98.0
0.001,0.5,0.9,6.0,3.9626502990722656,4.05,97.0
0.001,0.5,0.9,7.0,4.5319905281066895,4.04,100.0
0.001,0.5,0.9,8.0,4.086233139038086,4.08,96.0
0.001,0.5,0.9,9.0,4.753090858459473,4.1,98.0
0.001,0.5,0.9,10.0,3.9386465549468994,4.1,95.0
0.001,0.6,0.5,6.0,4.408022880554199,3.95,95.0
0.001,0.6,0.5,7.0,4.344100475311279,3.94,96.0
0.001,0.6,0.5,8.0,3.9681003093719482,3.9,99.0
0.001,0.6,0.5,9.0,4.511988878250122,4.2,97.0
0.001,0.6,0.5,10.0,3.909820795059204,4.1,96.0
0.001,0.6,0.6,6.0,4.589944839477539,3.96,96.0
0.001,0.6,0.6,7.0,4.2321617603302,3.95,97.0
0.001,0.6,0.6,8.0,3.9994351863861084,4.1,97.0
0.001,0.6,0.6,9.0,4.3661274909973145,4.09,96.0
0.001,0.6,0.6,10.0,3.8973779678344727,4.18,97.0
0.001,0.6,0.7,6.0,4.4583330154418945,3.88,98.0
0.001,0.6,0.7,7.0,4.4131011962890625,4.21,94.0
0.001,0.6,0.7,8.0,4.12231183052063,4.17,97.0
0.001,0.6,0.7,9.0,3.956096649169922,4.23,94.0
0.001,0.6,0.7,10.0,4.226884365081787,4.0,95.0
0.001,0.6,0.8,6.0,3.956068277359009,4.03,100.0
0.001,0.6,0.8,7.0,3.9681496620178223,3.89,98.0
0.001,0.6,0.8,8.0,3.958975076675415,3.97,99.0
0.001,0.6,0.8,9.0,4.644150257110596,4.13,97.0
0.001,0.6,0.8,10.0,4.135195016860962,4.17,97.0
0.001,0.6,0.9,6.0,4.15574312210083,3.88,99.0
0.001,0.6,0.9,7.0,3.9894180297851562,4.02,100.0
0.001,0.6,0.9,8.0,5.089810132980347,4.1,97.0
0.001,0.6,0.9,9.0,4.873692750930786,3.98,99.0
0.001,0.6,0.9,10.0,5.971099615097046,3.77,99.0
0.001,0.7,0.5,6.0,5.362154483795166,3.91,99.0
0.001,0.7,0.5,7.0,5.552163600921631,4.04,97.0
0.001,0.7,0.5,8.0,3.7740347385406494,4.0,98.0
0.001,0.7,0.5,9.0,4.608058214187622,3.87,98.0
0.001,0.7,0.5,10.0,3.922790288925171,4.17,100.0
0.001,0.7,0.6,6.0,4.5373640060424805,3.83,97.0
0.001,0.7,0.6,7.0,4.357860088348389,3.89,98.0
0.001,0.7,0.6,8.0,4.154940843582153,4.03,98.0
0.001,0.7,0.6,9.0,3.8180177211761475,4.17,94.0
0.001,0.7,0.6,10.0,3.669076919555664,4.08,96.0
0.001,0.7,0.7,6.0,3.873983144760132,3.92,97.0
0.001,0.7,0.7,7.0,4.117805242538452,3.89,97.0
0.001,0.7,0.7,8.0,4.349467992782593,3.81,99.0
0.001,0.7,0.7,9.0,3.948134183883667,4.0,98.0
0.001,0.7,0.7,10.0,3.8781890869140625,3.97,97.0
0.001,0.7,0.8,6.0,3.8670146465301514,3.99,97.0
0.001,0.7,0.8,7.0,3.7660882472991943,3.92,96.0
0.001,0.7,0.8,8.0,3.9113283157348633,4.21,96.0
0.001,0.7,0.8,9.0,4.089921474456787,3.98,95.0
0.001,0.7,0.8,10.0,4.210216045379639,4.07,97.0
0.001,0.7,0.9,6.0,4.147761583328247,3.9,98.0
0.001,0.7,0.9,7.0,4.9860687255859375,4.03,96.0
0.001,0.7,0.9,8.0,4.754295110702515,3.76,100.0
0.001,0.7,0.9,9.0,5.0244622230529785,4.15,95.0
0.001,0.7,0.9,10.0,4.055752515792847,3.91,99.0
0.001,0.8,0.5,6.0,4.434398889541626,4.03,97.0
0.001,0.8,0.5,7.0,3.7502291202545166,4.08,97.0
0.001,0.8,0.5,8.0,3.844963788986206,3.93,98.0
0.001,0.8,0.5,9.0,4.223418474197388,4.12,97.0
0.001,0.8,0.5,10.0,4.5281946659088135,4.02,99.0
0.001,0.8,0.6,6.0,4.0283873081207275,4.15,96.0
0.001,0.8,0.6,7.0,4.053391933441162,4.14,99.0
0.001,0.8,0.6,8.0,4.518597602844238,4.01,97.0
0.001,0.8,0.6,9.0,3.8469624519348145,3.88,99.0
0.001,0.8,0.6,10.0,3.8441004753112793,3.87,98.0
0.001,0.8,0.7,6.0,3.7584078311920166,4.02,97.0
0.001,0.8,0.7,7.0,3.8409812450408936,4.05,99.0
0.001,0.8,0.7,8.0,5.756910562515259,4.2,96.0
0.001,0.8,0.7,9.0,4.899807691574097,3.79,100.0
0.001,0.8,0.7,10.0,3.8292765617370605,4.03,97.0
0.001,0.8,0.8,6.0,4.913360357284546,3.96,99.0
0.001,0.8,0.8,7.0,6.512375593185425,4.03,99.0
0.001,0.8,0.8,8.0,4.615045070648193,3.95,100.0
0.001,0.8,0.8,9.0,3.8839917182922363,4.15,96.0
0.001,0.8,0.8,10.0,3.822906255722046,3.94,96.0
0.001,0.8,0.9,6.0,3.9193828105926514,4.08,98.0
0.001,0.8,0.9,7.0,3.775974750518799,3.94,98.0
0.001,0.8,0.9,8.0,4.246185302734375,4.17,98.0
0.001,0.8,0.9,9.0,3.842816114425659,4.16,95.0
0.001,0.8,0.9,10.0,4.335126638412476,4.09,97.0
0.001,0.9,0.5,6.0,3.7943379878997803,3.97,99.0
0.001,0.9,0.5,7.0,3.8354647159576416,3.96,100.0
0.001,0.9,0.5,8.0,4.2801384925842285,3.97,99.0
0.001,0.9,0.5,9.0,5.158852815628052,3.97,97.0
0.001,0.9,0.5,10.0,4.269021034240723,4.12,97.0
0.001,0.9,0.6,6.0,4.242736577987671,3.97,98.0
0.001,0.9,0.6,7.0,3.9639132022857666,3.98,98.0
0.001,0.9,0.6,8.0,3.811082124710083,3.94,99.0
0.001,0.9,0.6,9.0,5.684736251831055,3.99,99.0
0.001,0.9,0.6,10.0,4.28311014175415,4.1,98.0
0.001,0.9,0.7,6.0,4.239496469497681,4.07,99.0
0.001,0.9,0.7,7.0,3.89617919921875,4.09,98.0
0.001,0.9,0.7,8.0,3.992246627807617,4.01,97.0
0.001,0.9,0.7,9.0,5.502719879150391,3.89,99.0
0.001,0.9,0.7,10.0,4.47283935546875,3.89,99.0
0.001,0.9,0.8,6.0,4.237224817276001,4.2,98.0
0.001,0.9,0.8,7.0,3.946352005004883,3.89,98.0
0.001,0.9,0.8,8.0,4.3400819301605225,3.95,99.0
0.001,0.9,0.8,9.0,3.8659579753875732,4.1,96.0
0.001,0.9,0.8,10.0,4.849693298339844,4.07,98.0
0.001,0.9,0.9,6.0,4.567084074020386,3.89,98.0
0.001,0.9,0.9,7.0,3.8240647315979004,3.86,98.0
0.001,0.9,0.9,8.0,6.404834985733032,4.08,99.0
0.001,0.9,0.9,9.0,5.085178852081299,3.7,100.0
0.001,0.9,0.9,10.0,4.763233184814453,4.14,95.0
